noun,malenkij,kroshechnyj,colour,code
форточка,328,10,#274f18,tool/space
зарисовка,328,10,#66616f,workart
сфера,327,10,#45d272,form:geom
приписка,327,10,#3f0627,дополнитель
дед,326,10,#e7cb93,hum
наследство,326,10,#7bd6a5,poss:приобретение
полость,326,10,#bcabd8,space
буржуа,326,10,#e7cb93,hum
карманчик,326,10,black,other
зонтик,325,10,#a62bc2,tool
царевна,325,10,#e7cb93,hum
люся,324,10,black,other
дурочка,324,10,black,other
труд,323,10,#59f0b4,text
пулька,323,10,#59f0b4,text
барчонок,323,10,#e7cb93,hum
анекдот,322,10,#59f0b4,text
выдержка,322,10,#0e1f43,time
спаленка,322,10,black,other
весы,321,10,#11b15b,tool:device:@measur:metr/tool:device
голландец,320,10,#5e0ab7,hum:etn
сережка,320,10,#fbe32e,access
шхуна,320,10,#75a92c,tool:transp
исполнитель,320,10,#e7cb93,hum
канавка,319,10,black,other
пуля,319,10,#2e0c3e,tool:@shell
сенсация,319,10,#5156ae,perc?
луч,319,10,#bcabd8,space
челнок,318,10,#20b153,hum/prof
образ,318,10,#e1d614,asp
верочка,317,10,black,other
котел,317,10,#bcabd8,space
бриллиант,317,10,#0a1774,jewel
пассажир,315,10,#e7cb93,hum
намек,315,10,#41db34,manif
акварель,314,10,#66616f,workart
сокровище,314,10,#e7cb93,hum
галя,313,10,black,other
кузница,313,10,#bcabd8,space
тема,312,10,black,other
грек,312,10,#5e0ab7,hum:etn
горесть,312,10,#7d7ae0,psych:emot
складка,312,10,#7a9992,внешний вид
альбом,312,10,#59f0b4,text
флотилия,312,10,#ef5046,group
пастух,312,10,#20b153,hum/prof
карл,312,10,black,other
свита,311,10,#b4ff8d,tool:cloth
задержка,311,10,black,other
атом,310,10,black,other
зальчик,310,10,black,other
почка,309,10,black,other
куст,309,10,#d77d8b,org
точечка,309,10,black,other
начало,308,10,#e1d614,asp
горбинка,308,10,#aceef8,form
лев,307,10,#478faf,hum$
ложка,307,10,#465a52,tool:mus
кузина,307,10,#1a2a19,hum:kin
настя,306,10,black,other
холодильник,306,10,#d77d8b,org
кирпичик,305,10,black,other
госпожа,304,10,#e7cb93,hum
витя,304,10,black,other
щит,304,10,#bcabd8,space
скелет,304,10,black,other
ансамбль,304,10,#ef5046,group
кресло,304,10,#a8c140,tool:furn
грешок,303,10,black,other
балет,303,10,#832575,action
карета,303,10,#75a92c,tool:transp
размолвка,302,10,#d99aac,inter
дно,302,10,black,other
плитка,302,10,#57faab,tool:device
алтарь,301,10,#bece90,space/constr
мотор,301,10,#57faab,tool:device
греция,300,10,black,other
притча,300,10,#022343,ment
конвертик,300,10,black,other
сосочек,300,10,black,other
песенка,300,10,black,other
остаток,300,10,black,other
жан,300,10,black,other
ложа,300,10,#d77d8b,org
вихорь,299,10,black,other
труба,299,10,#465a52,tool:mus
гвоздь,298,10,#a62bc2,tool
коса,298,10,#bcabd8,space
вырезка,298,10,#15eadd,stuff/food
лошаденка,297,10,black,other
радиостанция,297,10,#d77d8b,org
пичужка,296,10,black,other
щеточка,295,10,black,other
колонка,294,10,#7ef479,text/form
итальянец,294,10,#5e0ab7,hum:etn
латвия,293,10,black,other
примечание,292,10,#59f0b4,text
грех,292,10,black,other
волосок,292,10,#6ea0e5,hair
окопчик,291,10,black,other
удобство,291,10,black,other
курган,291,10,#bcabd8,space
шкаф,290,10,#57faab,tool:device
сарай,290,10,#d54d87,constr:@hut
сообщество,290,10,#ef5046,group
чешуйка,290,10,#e3de8a,hair$
прудик,290,10,black,other
щепка,289,10,black,other
трубач,287,10,#20b153,hum/prof
книжонка,287,10,black,other
кастрюля,287,10,#79a298,tool:dish
вазочка,287,10,#79a298,tool:dish
буфет,287,10,#a8c140,tool:furn
монолог,287,10,#59f0b4,text
служащий,286,10,#e7cb93,hum
гриша,285,10,black,other
весточка,285,10,black,other
пианист,285,10,#20b153,hum/prof
горец,285,10,#e7cb93,hum
кладовка,284,10,#682f9d,room
экипаж,282,10,#ef5046,group
фотоаппарат,282,10,black,other
евангелие,282,10,#59f0b4,text
мать,282,10,#e7cb93,hum
каприз,282,10,black,other
свет,281,10,#e7cb93,hum
лужок,281,10,#bcabd8,space
повозка,280,10,#75a92c,tool:transp
роскошь,280,10,black,other
кумирня,280,10,black,other
прибор,280,10,#a62bc2,tool
бутерброд,280,10,#49b81e,food/изделие
леди,279,10,#e7cb93,hum
хатенка,279,10,black,other
кадет,279,10,#e7cb93,hum
внучок,278,10,black,other
албания,278,10,black,other
подарочек,277,10,black,other
бокал,277,10,#79a298,tool:dish
уточнение,277,10,#022343,ment
учительница,277,10,black,other
моторчик,276,10,black,other
тереза,276,10,black,other
пачка,276,10,#b4ff8d,tool:cloth
китаец,276,10,#5e0ab7,hum:etn
эскадра,276,10,#d77d8b,org
ида,276,10,black,other
медведь,275,10,#478faf,hum$
новость,275,10,#7b558d,speech
вечеринка,275,10,#832575,action
пленник,275,10,#e7cb93,hum
хвост,275,10,#e7cb93,hum
голос,275,10,#022343,ment
крупица,274,10,black,other
штришок,274,10,black,other
князек,274,10,#e7cb93,hum
миска,274,10,#79a298,tool:dish
огорчение,273,10,black,other
арап,273,10,#e7cb93,hum
язык,272,10,#e7cb93,hum
цех,272,10,#d77d8b,org
слон,272,10,#478faf,hum$
катерок,272,10,black,other
гусенок,272,10,#702dab,animal
опухоль,271,10,black,other
скульптура,271,10,black,other
парнишка,270,10,#e7cb93,hum
рамка,270,10,#7ce6e9,предел
конурка,270,10,black,other
граф,270,10,#e7cb93,hum
блок,270,10,#57faab,tool:device
оранжерея,270,10,#de0ce5,room/constr
право,269,10,black,other
георгий,269,10,black,other
испанец,269,10,#5e0ab7,hum:etn
кролик,268,10,#db9b1f,stuff
вечность,268,10,#1cc0b3,time:period
мужик,268,10,#e7cb93,hum
медальон,266,10,#fbe32e,access
джонни,266,10,black,other
бал,266,10,#832575,action
лягушонок,266,10,#702dab,animal
пляж,265,10,#bcabd8,space
будочка,265,10,black,other
обман,265,10,#022343,ment
издание,264,10,#6c0792,impact:creat
краешек,264,10,black,other
воронок,264,10,black,other
водоворот,264,10,#bcabd8,space
литва,263,10,black,other
лена,263,10,black,other
сыночек,263,10,black,other
брешь,263,10,#bcabd8,space
нюанс,262,10,black,other
образчик,262,10,#531a8e,thing/hum
противоречие,262,10,#ac8452,inter:противодействие
гусеница,262,10,#702dab,animal
информация,261,10,#faf07f,speech$@/ment$@
мы,261,10,black,other
учитель,261,10,#e7cb93,hum
могила,261,10,#e7cb93,hum
трактир,261,10,#d77d8b,org
вариант,260,10,#59f0b4,text
поль,260,10,black,other
страдалец,260,10,#e7cb93,hum
доклад,259,10,#59f0b4,text
окружность,259,10,#bcabd8,space
мисочка,259,10,black,other
затруднение,259,10,black,other
герцогство,259,10,#495f97,org$/space
автор,259,10,#e7cb93,hum
норвегия,259,10,black,other
воин,258,10,#20b153,hum/prof
питомец,257,10,#e7cb93,hum
внимание,257,10,#022343,ment
прожектор,257,10,#b2c94f,tool:device:@light
пирамида,256,10,#a62bc2,tool
француженка,256,10,#20b153,hum/prof
ветерок,255,10,black,other
доска,255,10,#a62bc2,tool
возраст,255,10,#0e1f43,time
стойбище,255,10,#bcabd8,space
карлик,255,10,#b57e28,space/astr
яблоко,255,10,#57f4af,fruit/food
пуговица,254,10,#a62bc2,tool
долг,254,10,#492150,poss
приход,254,10,#7bd6a5,poss:приобретение
погрешность,253,10,black,other
гостья,253,10,black,other
флаг,253,10,#41b6af,sign:знамя
танк,253,10,#75a92c,tool:transp
яичко,252,10,#d66cb6,food
это,251,10,black,other
буря,249,10,#41db34,manif
замешательство,249,10,black,other
поездка,248,10,#0a596b,move
заливчик,247,10,black,other
красноармеец,247,10,#20b153,hum/prof
партизан,247,10,#20b153,hum/prof
базарчик,247,10,black,other
коптилка,246,10,black,other
портфель,246,10,#a62bc2,tool
счет,246,10,#3907c2,doc
боря,245,10,black,other
распятие,245,10,#43178d,impact
сюжет,245,10,black,other
период,245,10,#59f0b4,text
кармашек,245,10,#a62bc2,tool
процессия,245,10,#ef5046,group
внучонок,245,10,black,other
колокольня,245,10,#a406c3,constr
рыбак,244,10,#20b153,hum/prof
харчевня,244,10,black,other
канцелярия,243,10,#d77d8b,org
россия,243,10,black,other
валя,243,10,black,other
радиус,243,10,#bcabd8,space
зло,242,10,#7d7ae0,psych:emot
вывеска,242,10,#b4c558,supporttext
розетка,242,10,#66616f,workart
ставка,242,10,#022343,ment
священник,241,10,#e7cb93,hum
горошина,241,10,#57f4af,fruit/food
комнатк,241,10,black,other
гнездо,241,10,#ef5046,group
сержант,241,10,#e1d653,hum/armpos
царапина,240,10,#bcabd8,space
сомнение,240,10,#022343,ment
мужичонка,240,10,black,other
туманность,240,10,#ecb54d,light?
кепочка,239,10,black,other
чертик,239,10,#a69be8,pattern
прыжок,239,10,#0a596b,move
зубок,239,10,black,other
параллель,239,10,#bcabd8,space
экзамен,239,10,#832575,action
сбережение,239,10,#9dae5a,poss:хранение
трупик,239,10,black,other
формальность,239,10,#022343,ment
митинг,238,10,#832575,action
механизм,237,10,#57faab,tool:device
моцарт,237,10,black,other
сказочка,237,10,black,other
прихоть,237,10,#e52e9d,psych:emot?
ад,236,10,#bcabd8,space
чернильница,236,10,#a62bc2,tool
грузовичок,236,10,black,other
зайчик,236,10,#f820ef,light
остроконечие,236,10,black,other
дракон,236,10,#702dab,animal
женка,235,10,black,other
щепотка,235,10,#cf0612,loc:body
гордость,235,10,#e01cac,humq
пир,235,10,#832575,action
мари,235,10,#5e0ab7,hum:etn
дружок,235,10,#e7cb93,hum
благополучие,234,10,black,other
загадка,234,10,#022343,ment
карман,234,10,#bcabd8,space
орудие,233,10,#b6913a,tool:weapon
демонстрация,233,10,#41db34,manif
звук,233,10,#ac2bbd,speech?
яблочко,233,10,#ef58ca,workmus/dance
сталин,232,10,black,other
лобик,232,10,black,other
бюро,231,10,#d77d8b,org
препятствие,231,10,#bcabd8,space
подлость,231,10,black,other
неправда,231,10,#022343,ment
снаряд,230,10,#a62bc2,tool
пан,230,10,#e7cb93,hum
вагон,230,10,#75a92c,tool:transp
тетрадочка,230,10,black,other
служанка,230,10,#20b153,hum/prof
салазки,230,10,#75a92c,tool:transp
портретик,230,10,black,other
индеец,230,10,#5e0ab7,hum:etn
дагестан,229,10,black,other
редакция,229,10,#d77d8b,org
будильник,229,10,#119164,tool:device:@measur:metr
снимок,228,10,#66616f,workart
единица,228,10,#23aed4,unit
станок,227,10,#bcabd8,space
союз,227,10,#0e902e,org/group
светильник,227,10,#b2c94f,tool:device:@light
лодчонка,227,10,black,other
птенчик,227,10,black,other
обитель,227,10,#bcabd8,space
дубок,226,10,black,other
вор,226,10,#e7cb93,hum
калека,226,10,#e7cb93,hum
люба,226,10,black,other
сейф,226,10,#a8c140,tool:furn
неувязка,225,10,black,other
цилиндр,225,10,#b4ff8d,tool:cloth
вес,224,10,#1c0892,param
автомобильчик,224,10,black,other
участник,224,10,#e7cb93,hum
пьер,224,10,black,other
штаб,224,10,#01dfc3,org/space
голосок,224,10,black,other
птаха,224,10,#702dab,animal
пещерка,223,10,black,other
форт,223,10,#a406c3,constr
колба,223,10,#a62bc2,tool
государь,221,10,#e7cb93,hum
паренек,221,10,black,other
делегация,221,10,#ef5046,group
табурет,221,10,#a8c140,tool:furn
командир,220,10,#e7cb93,hum
стеклышко,220,10,#db9b1f,stuff
спич,220,10,black,other
сергей,220,10,black,other
учреждение,220,10,#d77d8b,org
дмитрий,220,10,black,other
ленин,219,10,black,other
черногория,219,10,black,other
чарли,218,10,black,other
фойе,218,10,#682f9d,room
национальность,218,10,#ef5046,group
офицерик,218,10,black,other
чулан,218,10,#682f9d,room
луковица,218,10,#57f4af,fruit/food
ель,217,10,#eb239e,plant
ноздря,217,10,black,other
абхазия,217,10,black,other
добро,217,10,#b530f3,letter
майор,217,10,#e1d653,hum/armpos
базар,217,10,#74b107,sound
сапог,217,10,#439117,tool:cloth:@boot
мансарда,217,10,#682f9d,room
рация,217,10,#57faab,tool:device
кошка,217,10,#702dab,animal
волнение,216,10,#7d7ae0,psych:emot
рукопись,216,10,#59f0b4,text
грызун,216,10,#702dab,animal
ребятки,215,10,black,other
диктатор,215,10,#e7cb93,hum
пирушка,215,10,black,other
соседка,215,10,black,other
туловище,215,10,black,other
курорт,214,10,#bcabd8,space
подразделение,214,10,#d77d8b,org
мученик,213,10,#e7cb93,hum
замочек,213,10,black,other
лермонтов,213,10,black,other
блюдечко,213,10,black,other
максим,213,10,black,other
представитель,213,10,#e7cb93,hum
небо,212,10,#bcabd8,space
пацан,211,10,#e7cb93,hum
кончик,211,10,black,other
репетиция,211,10,#57faab,tool:device
крылечко,210,10,black,other
окрестность,210,10,#bcabd8,space
двигатель,210,10,#57faab,tool:device
предложение,210,10,#7b558d,speech
цветник,210,10,#9f8abf,space/plot
банка,210,10,#a62bc2,tool
очередь,210,10,#a6668d,?
покойник,209,10,#e7cb93,hum
шалун,209,10,#e7cb93,hum
маруся,209,10,black,other
аквариум,209,10,#178b72,constr:@build
заговор,209,10,#7b558d,speech
пожар,208,10,#41db34,manif
попик,208,10,black,other
америка,208,10,black,other
лучик,208,10,black,other
очажок,207,10,black,other
катушка,207,10,#2f292f,form/tool
телескоп,207,10,#038bf3,tool:device:@measur:optic
крюк,206,10,#a62bc2,tool
выгода,206,10,black,other
бедка,206,10,black,other
программа,206,10,#59f0b4,text
плита,205,10,#bcabd8,space
огурчик,205,10,black,other
огарок,205,10,#a374e2,thing
карандашик,205,10,black,other
копыто,204,10,black,other
воспоминание,204,10,#59f0b4,text
кабина,204,10,black,other
юбилей,204,10,#832575,action
неосторожность,204,10,#2c9338,отсутствие
вознаграждение,204,10,#492150,poss
пиала,204,10,#79a298,tool:dish
сосо,204,10,black,other
ежик,204,10,#702dab,animal
леночка,204,10,black,other
планетка,203,10,black,other
али,203,10,black,other
факел,203,10,#7a8180,tool:@light
блиндаж,203,10,#a406c3,constr
бунт,202,10,black,other
экранчик,202,10,black,other
отец,202,10,#e7cb93,hum
причал,202,10,#a62bc2,tool
яма,202,10,#e02b2a,room/constr:@build
глупость,201,10,black,other
цирк,201,10,black,other
прелюдия,201,10,#632056,workmus
крокодил,201,10,#478faf,hum$
враг,200,10,#4d9ece,hum:supernat
счеты,200,10,#d99aac,inter
капли,200,10,#20a2b5,stuff/liq
комментарий,199,10,#7b558d,speech
перышко,199,10,#e3de8a,hair$
отрывочек,199,10,black,other
колышек,199,10,#2a1044,tool:палка
мастер,199,10,#e7cb93,hum
барабанчик,199,10,black,other
путешественник,199,10,#e7cb93,hum
сучок,199,10,black,other
воспитанница,198,10,black,other
желудок,198,10,black,other
заведение,198,10,#d77d8b,org
сосна,197,10,#eb239e,plant
элемент,197,10,#db9b1f,stuff
вестибюль,197,10,#682f9d,room
снежинка,196,10,black,other
полотенце,196,10,#1f7a42,linen/tool
компромисс,196,10,#005788,inter:содействие
оклад,196,10,black,other
лева,196,10,black,other
род,196,10,#9e53b8,like
кушетка,196,10,#a8c140,tool:furn
тарас,195,10,black,other
фабричка,195,10,black,other
самоварчик,195,10,black,other
список,195,10,#59f0b4,text
особенность,195,10,black,other
пери,195,10,black,other
толстушка,194,10,black,other
сельцо,194,10,#bcabd8,space
обсерватория,193,10,#d77d8b,org
сорванец,193,10,#e7cb93,hum
свинья,193,10,#478faf,hum$
сапожок,192,10,black,other
корзина,192,10,#a62bc2,tool
действие,192,10,#59f0b4,text
иосиф,192,10,black,other
мэри,192,10,black,other
черепаха,192,10,#702dab,animal
весло,191,10,#4277c6,tool:instr
филипп,191,10,black,other
торговля,191,10,#708fac,poss:обмен
грабли,191,10,#8e3b50,tool:device:@machine
статуя,191,10,#f45f7c,workart:скульт
кино,191,10,#d77d8b,org
прибавка,191,10,#492150,poss
доказательство,190,10,#022343,ment
конура,190,10,#682f9d,room
жаровня,189,10,#a62bc2,tool
альбомчик,189,10,black,other
словарь,189,10,#59f0b4,text
переулочек,188,10,black,other
ночник,188,10,#e7cb93,hum
стипендия,188,10,black,other
деточка,188,10,#e7cb93,hum
девчурка,187,10,black,other
лида,187,10,black,other
перчатка,187,10,#e5b113,tool/tool:cloth$
разговор,187,10,#7b558d,speech
минуточка,187,10,black,other
цена,187,10,black,other
участие,187,10,#005788,inter:содействие
рама,186,10,black,other
организм,186,10,#fd2ef7,living
оборванец,186,10,#e7cb93,hum
ядрышко,186,10,black,other
время,186,10,#1cc0b3,time:period
олег,186,10,black,other
понятие,185,10,#022343,ment
уличка,185,10,black,other
изверг,185,10,#e7cb93,hum
мячик,184,10,black,other
михаил,184,10,black,other
гарри,184,10,black,other
калиточка,184,10,black,other
подвал,184,10,#682f9d,room
тигренок,184,10,#702dab,animal
масса,184,10,#d68d0d,quant:max
заяц,184,10,#e7cb93,hum
разочарование,183,10,#7d7ae0,psych:emot
венок,183,10,black,other
провинция,183,10,#bcabd8,space
семечко,183,10,#57f4af,fruit/food
рак,183,10,#518b0e,disease
конфликт,183,10,#d99aac,inter
исправление,183,10,#eef261,changest
реплика,183,10,#59f0b4,text
узник,182,10,#e7cb93,hum
изъян,182,10,#a6668d,?
промах,182,10,black,other
гимназистка,182,10,black,other
галерея,181,10,#8ebdf4,org/constr:@build
плотик,181,10,black,other
бой,181,10,#e7cb93,hum
австрия,181,10,black,other
столкновение,180,10,#d99aac,inter
р,180,10,black,other
рассказец,180,10,black,other
лощина,180,10,#bcabd8,space
вырост,179,10,black,other
сучка,179,10,#478faf,hum$
мисс,179,10,#e7cb93,hum
университет,179,10,#d77d8b,org
казус,179,10,black,other
дуга,179,10,#a62bc2,tool
футляр,179,10,#a62bc2,tool
якорь,179,10,#a62bc2,tool
осколочек,179,10,black,other
щепочка,179,10,black,other
набатик,178,10,black,other
чум,178,10,#a406c3,constr
печаль,178,10,#7d7ae0,psych:emot
монах,178,10,#e7cb93,hum
наташка,178,10,black,other
слеза,177,10,#db9b1f,stuff
год,177,10,#c66a48,time:age
тазик,177,10,black,other
пособие,177,10,#59f0b4,text
кантата,177,10,#59f0b4,text
школка,177,10,black,other
укрепление,177,10,#a406c3,constr
орешек,176,10,black,other
фокус,176,10,#a452db,behav
удочка,176,10,#fae994,tool:instr/tool
различие,176,10,black,other
дружина,176,10,#ef5046,group
амур,176,10,black,other
верблюжонок,176,10,#702dab,animal
сова,176,10,#478faf,hum$
слоненок,175,10,#702dab,animal
бачок,175,10,#a62bc2,tool
сакля,175,10,#a406c3,constr
достижение,175,10,#661860,move?
литератор,175,10,#20b153,hum/prof
шоколадка,174,10,#d66cb6,food
капелла,174,10,#d77d8b,org
отдел,174,10,#59f0b4,text
профессор,174,10,#e7cb93,hum
владение,174,10,#bcabd8,space
ласка,174,10,#702dab,animal
кто,174,10,black,other
печать,174,10,#5f109c,sign
храмик,174,10,black,other
пчела,174,10,#702dab,animal
привал,173,10,#a6668d,?
чистильщик,173,10,#20b153,hum/prof
вопросик,173,10,black,other
барак,172,10,#d54d87,constr:@hut
богатырь,172,10,#e7cb93,hum
алешка,172,10,black,other
словарик,172,10,black,other
аптечка,172,10,black,other
креслице,172,10,black,other
линза,172,10,#a62bc2,tool
маяк,172,10,#e7cb93,hum
мирика,171,10,black,other
былинка,171,10,#eb239e,plant
завиток,171,10,#80e1f8,hair/form
тракторист,171,10,#20b153,hum/prof
землетрясение,171,10,#462f02,weather
колодец,171,10,#7d926f,constr/space
пикник,171,10,black,other
предательство,171,10,black,other
пианино,170,10,black,other
венеция,170,10,black,other
щиток,170,10,#e5b113,tool/tool:cloth$
шишка,170,10,#e7cb93,hum
истребитель,170,10,#20b153,hum/prof
флот,169,10,#d77d8b,org
ступенька,169,10,black,other
коготок,169,10,black,other
комарик,169,10,black,other
барашек,169,10,#db9b1f,stuff
елена,169,10,black,other
сиротка,168,10,black,other
илюша,168,10,black,other
щипчики,168,10,#4277c6,tool:instr
вещичка,168,10,black,other
завтрак,168,10,#d66cb6,food
тумбочка,167,10,black,other
кнопка,167,10,#e7cb93,hum
пастушонок,167,10,black,other
ласточка,167,10,#478faf,hum$
бонапарт,167,10,black,other
преимущество,167,10,#492150,poss
мороз,166,10,#462f02,weather
софи,166,10,black,other
абзац,166,10,#59f0b4,text
нездоровье,166,10,#518b0e,disease
дрянь,166,10,#e7cb93,hum
поддержка,165,10,#b989de,воздействие на человека
секретарь,165,10,#e7cb93,hum
гриб,165,10,#eb239e,plant
случайность,165,10,black,other
тревога,164,10,#74b107,sound
жук,164,10,#478faf,hum$
патриот,164,10,#e7cb93,hum
сашка,164,10,black,other
шлем,164,10,#e5b113,tool/tool:cloth$
литография,164,10,#66616f,workart
береза,164,10,#eb239e,plant
что,164,10,black,other
светлана,164,10,black,other
дань,164,10,#492150,poss
покой,163,10,#3dd6e6,psych/neg
спутница,163,10,black,other
кризис,163,10,black,other
каретка,163,10,#e784a3,tool:transp$
прядь,163,10,#6ea0e5,hair
н,163,10,black,other
котомка,162,10,#a62bc2,tool
загвоздка,162,10,#2b4495,ment?
таблетка,162,10,black,other
ион,162,10,black,other
ножнички,162,10,black,other
наконечник,162,10,black,other
глотка,161,10,black,other
боковушка,161,10,#682f9d,room
матрешка,161,10,#1a8c35,toy
макет,161,10,#9c6e26,tool:@model
вспышка,161,10,#b2c94f,tool:device:@light
бубен,161,10,#465a52,tool:mus
овражек,160,10,black,other
возвышенность,160,10,#bcabd8,space
наблюдение,160,10,black,other
кадетик,160,10,black,other
больничка,160,10,#d77d8b,org
труп,160,10,black,other
час,159,10,#1cc0b3,time:period
любезность,159,10,#7b558d,speech
зина,159,10,black,other
борьба,159,10,#9da846,sport
ташкент,159,10,black,other
людовик,159,10,black,other
венгрия,159,10,black,other
святилище,159,10,#a406c3,constr
иоганн,158,10,black,other
тамбур,158,10,#465a52,tool:mus
раздел,158,10,#59f0b4,text
грядка,158,10,#9f8abf,space/plot
корсиканец,158,10,black,other
духи,157,10,#20a2b5,stuff/liq
клубочек,157,10,black,other
княжич,157,10,black,other
будуар,157,10,#682f9d,room
англия,157,10,black,other
институт,156,10,#d77d8b,org
швеция,156,10,black,other
выход,156,10,#33d632,quant:рез
снежок,156,10,#a62bc2,tool
склянка,156,10,#119164,tool:device:@measur:metr
димитрий,156,10,black,other
антон,156,10,black,other
улитка,156,10,#702dab,animal
пояснение,156,10,#7b558d,speech
сражение,156,10,#d99aac,inter
нищий,155,10,#e7cb93,hum
клим,155,10,black,other
лунка,155,10,#bcabd8,space
рысь,155,10,#a9b233,asp:move
корешок,155,10,#e7cb93,hum
увлечение,155,10,#7d7ae0,psych:emot
нужда,155,10,#2c9338,отсутствие
яйцо,155,10,#d66cb6,food
рабочий,155,10,#20b153,hum/prof
прибавление,155,10,black,other
сенцы,155,10,black,other
директор,154,10,#e7cb93,hum
черта,154,10,#7ce6e9,предел
дыра,154,10,#bcabd8,space
борис,154,10,black,other
высота,154,10,#6227ef,size/param
амплитуда,154,10,#1c0892,param
беспорядок,153,10,#2c9338,отсутствие
зацепка,153,10,#a6668d,?
алиса,153,10,black,other
сосок,153,10,black,other
биография,153,10,#59f0b4,text
клюв,153,10,black,other
имущество,153,10,black,other
вентилятор,153,10,#57faab,tool:device
стишок,153,10,black,other
венчик,153,10,#fbe32e,access
дътьми,152,10,black,other
лосенок,152,10,#702dab,animal
отклонение,152,10,#038948,move:body
снопик,152,10,black,other
сторож,152,10,#e7cb93,hum
креольчик,152,10,black,other
японка,152,10,black,other
гамлет,151,10,black,other
дефект,151,10,black,other
страх,151,10,#d68d0d,quant:max
госпиталь,151,10,#d77d8b,org
нарушение,151,10,black,other
курс,151,10,#ef5046,group
поверхность,151,10,#bcabd8,space
сдвиг,151,10,#0a596b,move
дар,150,10,#793e45,thing/poss
презент,150,10,#a374e2,thing
муж,150,10,#e7cb93,hum
черепашка,150,10,#702dab,animal
проказник,149,10,#e7cb93,hum
навес,149,10,#bcabd8,space
склад,149,10,#d54d87,constr:@hut
разрез,149,10,#bcabd8,space
табуреточка,149,10,black,other
вовка,149,10,black,other
кокетка,149,10,#e7cb93,hum
светелка,149,10,#682f9d,room
фракция,148,10,#db9b1f,stuff
персонаж,148,10,#e7cb93,hum
дввочка,148,10,black,other
поэмка,148,10,black,other
компас,147,10,#119164,tool:device:@measur:metr
синагога,147,10,#a406c3,constr
образование,147,10,#853dd5,spot
бусинка,147,10,black,other
чело,146,10,#bcabd8,space
путаница,146,10,#022343,ment
корытце,146,10,black,other
ботик,146,10,black,other
кошечка,146,10,black,other
сабля,146,10,#b6913a,tool:weapon
состав,146,10,#75a92c,tool:transp
расхождение,146,10,#2b4495,ment?
полина,145,10,black,other
сковородка,145,10,black,other
кинозал,145,10,black,other
бакенбарда,145,10,#6ea0e5,hair
стрелок,145,10,#20b153,hum/prof
оливер,145,10,black,other
сосочка,145,10,black,other
траттория,145,10,black,other
шприц,145,10,#4277c6,tool:instr
стих,144,10,#e52e9d,psych:emot?
варя,144,10,black,other
проба,144,10,#db9b1f,stuff
все,144,10,black,other
порок,144,10,black,other
кремль,144,10,#7d926f,constr/space
опоздание,144,10,black,other
гонорар,144,10,black,other
вертолет,143,10,#75a92c,tool:transp
фанза,143,10,#a406c3,constr
усадебка,143,10,black,other
отсек,143,10,#147e16,space/room
куба,142,10,black,other
пчелка,142,10,black,other
сделка,142,10,#d99aac,inter
финн,142,10,#5e0ab7,hum:etn
коммунар,141,10,#e7cb93,hum
ирина,141,10,black,other
гречанка,141,10,black,other
прелесть,141,10,#e7cb93,hum
шпора,141,10,#a62bc2,tool
бюджет,141,10,#2e85a3,text$
бубенчик,141,10,black,other
этажерка,141,10,#75a92c,tool:transp
хитрец,141,10,#e7cb93,hum
делишки,141,10,black,other
авария,141,10,black,other
переполох,140,10,#bd82be,psych
документ,140,10,#59f0b4,text
литература,140,10,black,other
жест,140,10,#a452db,behav
повод,140,10,#a62bc2,tool
парусник,140,10,#702dab,animal
узелочек,140,10,black,other
тыква,140,10,#eb239e,plant
попытка,140,10,black,other
связка,140,10,#912ccd,word
ибрагим,139,10,black,other
витрина,139,10,#bcabd8,space
шалунья,139,10,black,other
норма,139,10,black,other
степень,139,10,#f7d7b5,hier
царица,139,10,#702dab,animal
дятел,139,10,#702dab,animal
рояль,139,10,#465a52,tool:mus
пионер,138,10,#e7cb93,hum
пост,138,10,#bcabd8,space
горничная,138,10,#20b153,hum/prof
п,138,10,black,other
блюдце,138,10,#92c3fe,space/form
поправочка,138,10,black,other
колька,138,10,black,other
ялик,138,10,#75a92c,tool:transp
юрик,137,10,black,other
мера,137,10,#23aed4,unit
крыльцо,137,10,black,other
пенсне,137,10,#a62bc2,tool
борода,137,10,#6ea0e5,hair
эрот,137,10,black,other
узел,137,10,#a62bc2,tool
англичанин,137,10,#5e0ab7,hum:etn
льдина,137,10,black,other
деталька,137,10,black,other
петушок,136,10,black,other
отпуск,136,10,#0e1f43,time
пистолетик,136,10,black,other
овраг,136,10,#bcabd8,space
уловка,136,10,black,other
жар,136,10,#7d7ae0,psych:emot
гренада,136,10,black,other
устьице,136,10,black,other
козочка,136,10,black,other
поэтесса,136,10,black,other
дикарка,136,10,black,other
призрак,135,10,#4d9ece,hum:supernat
гвоздика,135,10,#eb239e,plant
хозяйчик,135,10,#e7cb93,hum
свиток,135,10,#aceef8,form
объяснение,135,10,#022343,ment
волшебница,135,10,black,other
пес,135,10,#478faf,hum$
перрон,134,10,#7d926f,constr/space
испытание,134,10,#832575,action
кочка,134,10,#bcabd8,space
привычка,134,10,#a452db,behav
интрига,134,10,#d99aac,inter
мечтатель,134,10,#e7cb93,hum
глеб,134,10,black,other
интермедия,133,10,#58ae77,workdram
лампадка,133,10,black,other
открытка,133,10,#59f0b4,text
виноградник,133,10,#9f8abf,space/plot
бот,133,10,#439117,tool:cloth:@boot
